GeneId,Alias,WT,WTMinus,PYE,PPL,V-EN,C-EN-V,EP-C,EP
AT3G45730,unknown,25.14028,48.27484,165.7147,60.11593,230.396,180.9122,244.9945,233.9138
AT3G45780,"JK224, NPH1, PHOT1, RPT1",10.301,3.449271,2.856658,2.027248,1.890953,2.821902,2.140616,1.947286
AT3G45840,unknown,10.12367,5.763217,4.830149,5.241224,4.473171,4.727508,4.592585,3.972689
AT3G45960,"ATEXLA3, ATEXPL3, ATHEXP BETA 2.3, EXLA3, EXPL3",0.1841435,1.959174,2.934162,1.476684,2.025631,2.44406,2.113993,1.770859
AT3G46080,unknown,0.7340405,11.98847,51.91935,11.36834,13.13437,29.61688,29.61523,24.00932
AT3G46090,ZAT7,0,1.83531,11.23067,1.428039,1.016753,7.694796,4.406569,4.654123
AT3G46110,unknown,0.1790542,0.7215088,2.344131,0.7268801,1.369716,1.891897,1.673316,2.420014
AT3G46130,"ATMYB48, ATMYB48-1, ATMYB48-2, ATMYB48-3, MYB48",212.9663,80.92485,78.10962,84.11398,73.75417,74.41048,57.77992,62.96187
AT3G46190,unknown,0.04857812,6.921458,1.321898,4.673837,0.799636,1.284867,0.2486637,0.81157
AT3G46230,"ATHSP17.4, HSP17.4",0.4157266,11.36815,22.45905,6.201599,8.067491,17.79969,10.13122,18.20136
AT3G46270,unknown,2.726837,6.190263,0.7662595,5.322031,0.863104,1.016966,1.573173,2.058649
AT3G46610,unknown,5.11338,2.949351,3.22012,2.822993,2.962304,3.28617,3.002655,3.221918
AT3G46650,unknown,2.652741,1.289332,0.7986417,1.012044,1.247367,0.9109922,0.652457,0.780137
AT3G46700,unknown,125.2837,28.61656,22.04251,20.45533,59.72501,18.62502,17.24952,18.64823
AT3G46710,unknown,2.80404,1.133948,1.773874,1.460787,1.513241,1.626326,1.395116,1.262255
AT3G46810,unknown,4.809251,2.724023,1.962954,2.58464,1.456071,1.79276,2.172598,1.909686
AT3G46830,"ATRAB-A2C, ATRAB11A, ATRABA2C, RAB-A2C, RABA2c",54.34178,35.21713,29.50788,31.91414,33.82591,31.35429,30.61835,30.94089
AT3G46880,unknown,1.165082,3.889612,0.422228,3.593354,0.2947857,0.3306062,0.1894085,0.3103223
AT3G46900,COPT2,99.20047,231.8096,93.16996,212.5232,153.556,125.8175,165.5678,130.595
AT3G46930,unknown,13.13119,19.96222,23.33182,19.98477,18.73292,20.7562,22.7884,21.49926
AT3G47040,unknown,10.0567,44.42669,16.92515,37.60631,18.45059,16.43993,21.35959,18.94204
AT3G47050,unknown,0.9318363,5.29476,2.374521,5.227917,1.634603,2.047782,2.48241,2.742336
AT3G47080,unknown,7.165381,4.449714,6.246501,5.003435,6.264533,6.029447,6.223053,5.795861
AT3G47110,unknown,1.944966,6.014145,4.280802,5.107387,3.203732,5.012714,4.445447,2.418045
AT3G47340,"ASN1, AT-ASN1, DIN6",9.24664,3.747155,2.121141,0.9644598,2.483058,2.590721,1.141437,1.694376
AT3G47420,"AtG3Pp1, ATPS3, G3Pp1, PS3",6.353368,30.01423,36.93307,32.17334,46.80467,35.94599,55.30137,47.97794
AT3G47480,unknown,0.2175707,8.226633,13.86695,8.108094,4.702143,9.931082,5.581226,6.141489
AT3G47500,CDF3,18.82806,6.480021,3.681326,5.62324,3.045815,3.192425,4.175233,3.676171
AT3G47540,unknown,1.51319,4.048937,7.304882,3.746446,2.843821,5.064663,3.465364,3.830659
AT3G47580,unknown,0.4661628,0.2315647,0.1093667,0.3000654,0.01735409,0.1303213,0.07961632,0.06710005
AT3G47640,PYE,11.00004,45.05335,20.5818,25.32688,45.75109,28.92465,30.28421,27.47158
AT3G47730,"ABCA2, ATATH1, ATH1",64.06447,123.3421,177.2798,128.4326,150.5684,180.5077,173.3762,184.2063
AT3G47740,"ABCA3, ATATH2, ATH2",1.57982,0.3416906,0.2909752,0.3715972,0.2227121,0.3828683,0.2593413,0.4488095
AT3G47780,"ABCA7, ATATH6, ATH6",11.83753,49.20359,116.7032,57.38651,104.6896,116.1249,133.2795,136.9211
AT3G47820,PUB39,15.28561,31.64237,17.86025,27.93703,16.17005,21.05324,19.27398,17.7367
AT3G47860,CHL,16.95096,6.815235,9.173787,6.296097,6.597971,8.216535,5.618281,5.137985
AT3G47950,"AHA4, HA4",2.453938,3.984565,5.921935,4.468203,3.203314,5.082926,6.215129,5.785249
AT3G47960,GTR1,15.69407,8.679936,6.965492,8.057546,7.653817,7.09371,5.085737,5.70597
AT3G48080,unknown,14.01338,24.86791,18.99906,22.86365,14.62031,15.55982,15.67383,17.71209
AT3G48100,"ARR5, ATRR2, IBC6, RR5",35.04174,16.86022,10.64184,14.64484,14.41477,17.33239,12.83652,10.81059
AT3G48180,unknown,16.95207,45.65512,50.99592,46.47632,59.91271,63.04096,52.60759,52.65232
AT3G48260,WNK3,5.766037,2.044703,1.226776,1.68624,2.036126,1.833677,1.388883,1.517428
AT3G48340,CEP2,110.6057,46.26865,21.95519,33.85531,30.82194,29.70621,21.22358,23.13626
AT3G48410,unknown,12.19331,38.52354,12.20241,36.87289,20.49972,16.56386,16.47418,15.67502
AT3G48450,unknown,17.01115,236.3128,80.93855,190.8588,176.8561,126.1859,146.8183,124.5518
AT3G48460,unknown,0.1299696,0.8214013,0.5523375,0.7652375,1.050567,0.9639001,1.003602,0.5752627
AT3G48520,CYP94B3,11.68556,2.976176,16.30894,3.535637,12.44504,10.74661,10.07846,13.10909
AT3G48610,NPC6,1.338579,2.834342,3.401201,3.369408,4.409326,3.303076,4.508921,3.835817
AT3G48640,unknown,0,3.588441,0.7173121,2.618177,0.05681134,0.8086997,0.158113,0.2784158
AT3G48690,"ATCXE12, CXE12",54.01093,30.00729,27.06456,28.41814,38.63744,29.2888,25.4636,27.69189
AT3G48730,GSA2,13.47807,7.034775,5.642306,7.932894,5.823412,6.387437,5.034386,5.721609
AT3G48740,"AtSWEET11, SWEET11",480.1876,23.68335,4.264878,12.60118,6.824692,6.829304,2.977828,4.728097
AT3G48830,unknown,0.9249651,1.416459,2.321542,1.580308,1.588475,2.089461,2.360006,2.121198
AT3G48850,"MPT2, PHT3;2",0.3216116,3.230149,8.604475,3.475621,2.699976,5.467604,3.110924,5.160357
AT3G48920,"AtMYB45, MYB45",17.34129,10.36919,24.45315,12.69091,17.64801,22.90447,22.03321,20.74577
AT3G48940,unknown,10.4293,2.854325,2.03368,2.832745,1.095591,2.763814,1.903905,2.537729
AT3G48990,AAE3,324.8444,167.0929,199.2918,171.6797,165.6335,184.7431,153.077,167.3485
AT3G49140,unknown,27.60929,16.78851,14.40244,16.05378,11.96834,13.90316,13.57933,13.7483
AT3G49160,unknown,1.917144,0.1668421,1.045581,0.1200926,0.3091782,0.5749476,0.4386712,0.4958234
AT3G49190,unknown,10.22243,6.032629,4.082128,5.591432,4.682883,2.933435,3.621181,4.520411
AT3G49220,unknown,19.90623,10.94098,10.38364,10.40368,11.08113,11.35529,12.38154,11.59254
AT3G49320,unknown,4.34059,7.753289,14.80125,8.554011,11.27554,15.94295,14.45947,14.44101
AT3G49360,PGL2,24.13438,9.225876,3.486064,7.325456,5.785785,4.289201,3.601149,3.66337
AT3G49530,"ANAC062, NAC062, NTL6",22.15611,37.53459,45.93734,37.31436,35.57696,42.46208,49.47171,37.80295
AT3G49570,LSU3,1.802277,15.53569,3.015515,18.28935,4.268032,3.08971,1.958727,2.75152
AT3G49580,LSU1,0.7575188,10.60695,5.664073,13.32494,4.476339,4.253148,1.726814,2.602799
AT3G49590,ATG13,26.65871,15.20458,20.20267,15.47993,19.99113,19.77806,20.32701,21.26248
AT3G49630,unknown,1.46519,3.249207,1.920221,3.847796,1.191368,1.872411,1.878923,3.115893
AT3G49650,unknown,2.23209,1.33365,1.228854,1.226029,1.062025,1.185482,1.247178,1.207759
AT3G49750,"AtRLP44, RLP44",6.803811,13.59839,22.28983,14.38798,45.23579,32.6824,37.9899,30.86109
AT3G49845,WIH3,26.29376,15.60926,13.44806,14.18642,7.409817,9.917511,7.331704,9.545601
AT3G49930,unknown,18.10118,7.395889,5.187553,6.233019,3.972796,4.202645,4.087221,4.742076
AT3G49940,LBD38,241.0606,150.5171,145.8788,168.0169,136.9658,156.3201,150.2793,157.052
AT3G49960,unknown,12.92541,1.74715,0.3603924,1.174613,0.9663761,1.405435,0.9572254,2.757591
AT3G50040,unknown,0.6959477,1.891026,2.103572,2.041135,1.623054,2.075336,1.906269,2.003788
AT3G50060,MYB77,1.213719,4.228968,3.43124,3.682833,4.291108,3.982559,4.396132,3.238767
AT3G50120,unknown,1.933663,0.7760592,0.07468001,0.3827379,0.1395476,0.1649949,0.1651788,0.2178387
AT3G50130,unknown,3.41211,0.6790472,0.1744349,0.4545933,0.2325432,0.259333,0.3629104,0.5992217
AT3G50220,IRX15,5.474807,2.464979,3.144843,2.079865,2.687951,3.281816,3.243638,2.162801
AT3G50240,KICP-02,2.656933,1.462358,1.240572,1.852172,1.226712,1.267752,1.151507,0.9062496
AT3G50280,unknown,7.689495,3.352979,5.184277,2.882595,4.339761,4.222217,3.534331,4.760858
AT3G50290,unknown,2.263223,0.4920867,0.3152723,0.2723953,0.6151758,0.03874486,0.1070631,0.1992245
AT3G50300,unknown,12.40824,6.007591,4.529931,4.66753,7.623353,6.20446,5.718706,6.639639
AT3G50410,OBP1,4.593412,2.167098,1.350189,2.505721,0.7908853,1.063974,0.756131,0.7327389
AT3G50470,"HR3, MLA10",3.342063,9.724168,2.46643,9.415229,2.881062,3.888262,2.935972,3.039964
AT3G50640,unknown,41.66168,16.41488,8.626559,14.78225,11.56259,11.23399,12.05262,15.68523
AT3G50660,"AtDWF4, CLM, CYP90B1, DWF4, PSC1, SAV1, SNP2",14.41175,27.38699,11.92646,31.10026,12.72618,10.90586,13.79497,15.507
AT3G50740,UGT72E1,169.0012,769.9786,267.515,665.8172,331.0489,345.2387,445.4197,396.6294
AT3G50750,BEH1,0.2464878,0.5500749,1.356972,0.8346174,1.392835,2.12449,1.735897,0.9966875
AT3G50770,CML41,0.4720896,3.01125,2.8516,3.05235,3.452665,4.127576,5.055211,4.868071
AT3G50790,unknown,6.220817,3.921915,3.776691,4.895386,3.420067,3.917761,3.535854,3.699301
AT3G50820,"OEC33, PSBO-2, PSBO2",25.05526,7.801984,6.262722,5.48441,6.021592,9.806986,6.932544,6.304591
AT3G50840,unknown,7.926366,4.656949,1.846595,3.722629,1.897779,2.276856,1.604702,1.527619
AT3G50900,unknown,11.21851,24.89703,32.63085,27.179,26.99871,31.72832,16.95168,28.48752
AT3G50910,unknown,16.63131,32.80458,38.80356,33.3727,37.5994,35.6624,35.26104,35.68273
AT3G50930,BCS1,1.701895,20.90488,39.71652,24.57027,42.97275,38.32122,48.4126,44.01961
AT3G50950,ZAR1,18.9136,42.44278,29.37089,38.74932,24.39602,28.44523,26.68415,28.20078
AT3G50970,"LTI30, XERO2",276.1657,99.38221,173.1383,96.48279,87.83678,130.3441,89.32549,92.7182
AT3G50980,XERO1,4.262369,1.234036,1.105606,0.9907398,4.012565,1.534511,1.726344,1.760833
AT3G51030,"ATTRX H1, ATTRX1, TRX1",8.72132,14.61392,21.29233,12.90617,24.55893,22.206,19.30775,22.03741
AT3G51200,unknown,0.1325683,35.99513,3.489221,28.73367,15.58456,10.07934,12.67543,11.4865
AT3G51260,PAD1,59.78368,96.31774,145.0824,104.3326,128.8667,145.6764,138.4538,136.3098
AT3G51325,unknown,8.063474,3.826569,2.92626,2.977604,2.177651,2.957989,2.360393,1.548226
AT3G51350,unknown,15.76611,36.9294,13.31181,36.6137,5.841554,12.48361,8.107651,10.36954
AT3G51420,"ATSSL4, SSL4",3.224132,0.9745387,0.287267,0.7625796,0.3130344,0.6462967,0.07002385,0.05405907
AT3G51470,unknown,3.789842,1.639111,0.7970653,1.86714,1.166836,0.8151555,1.071103,1.615644
AT3G51540,unknown,13.58751,27.37203,17.14477,24.14252,27.25051,19.63778,25.24185,25.51036
AT3G51560,unknown,0.1083199,1.316234,0.288552,0.7308,0.367422,0.3251759,0.3970844,0.3504137
AT3G51600,LTP5,2.005039,12.29038,11.91161,12.61704,16.01398,19.2902,12.69061,6.548644
AT3G51670,unknown,27.8545,112.8102,194.0806,114.7025,283.4905,226.6294,247.8706,207.111
AT3G51750,unknown,1.807585,0.5739991,2.821629,1.02284,3.275393,3.195291,2.759851,2.675391
AT3G51820,"ATG4, CHLG, G4, PDE325",11.69555,4.641966,6.15833,4.824709,3.564934,7.241555,5.024929,5.074352
AT3G51860,"ATCAX3, ATHCX1, CAX1-LIKE, CAX3",12.59044,31.13433,45.36495,33.23134,46.83684,48.20122,52.86757,45.77444
AT3G51970,"ASAT1, ATASAT1, ATSAT1",5.592689,2.087593,2.363897,1.784459,2.678208,1.838905,1.596985,1.893264
AT3G52060,unknown,317.6411,169.148,112.0338,156.4899,98.9979,112.139,91.50221,96.68001
AT3G52105,unknown,19.00725,30.74009,22.77448,30.64165,26.47926,28.30662,21.40862,27.18519
AT3G52150,PSRP2,22.14181,9.739163,8.468251,10.09759,6.945127,9.49748,5.854098,6.687993
AT3G52180,"ATPTPKIS1, ATSEX4, DSP4, SEX4",2.892398,1.849309,2.173016,1.882596,1.25816,2.197673,1.284513,1.154678
AT3G52340,"ATSPP2, SPP2",12.18571,6.238579,9.086962,6.553767,8.73864,8.254991,10.36618,9.138608
AT3G52370,FLA15,25.253,12.51571,12.6147,12.33553,12.18213,13.00005,12.76462,13.88541
AT3G52380,"CP33, PDE322",15.29198,8.74582,8.316603,8.500147,5.207664,7.359097,5.950731,6.367652
AT3G52390,unknown,3.061361,5.062147,4.627083,5.65444,3.582695,4.237535,4.895982,5.196544
AT3G52400,"ATSYP122, SYP122",51.6535,126.0527,94.4289,115.4003,85.00218,99.07825,82.94058,91.82168
AT3G52430,"ATPAD4, PAD4",15.98626,27.8354,21.30334,27.67631,30.61319,21.86351,26.22578,26.02871
AT3G52540,"ATOFP18, OFP18",3.791366,0.6276899,1.892011,0.6254235,0.8325463,1.367926,0.7674424,1.009506
AT3G52748,unknown,8.767194,44.16229,40.59059,45.14747,40.58715,42.84557,43.58138,39.69153
AT3G52880,"ATMDAR1, MDAR1",151.6461,444.1765,304.0493,431.8775,341.44,308.7606,353.3544,344.1388
AT3G52920,unknown,42.40913,25.74765,19.18912,23.46514,20.45417,18.51846,16.10748,18.6629
AT3G52930,"AtFBA8, FBA8",345.059,715.0547,714.8171,777.6072,755.0454,743.9318,967.9609,931.9282
AT3G53010,unknown,3.404162,1.931214,0.8427667,1.489998,0.8950395,0.8549175,0.711308,0.7429066
AT3G53130,"CYP97C1, LUT1",0.966496,0.4527674,0.5265507,0.4434154,0.2328551,0.6486725,0.2094959,0.2110919
AT3G53150,UGT73D1,10.50084,54.85499,32.92678,43.9721,39.92455,38.41254,34.6548,34.84274
AT3G53160,UGT73C7,0.7908896,3.117343,5.04063,2.853636,3.239722,2.999442,2.059425,3.527031
AT3G53200,"AtMYB27, MYB27",10.20002,3.369471,1.342763,3.295751,0.9670684,0.7754376,0.1166325,0.6528198
AT3G53230,AtCDC48B,27.64652,150.9631,191.0617,149.1104,154.3672,183.062,173.1369,155.2348
AT3G53235,unknown,6.942611,19.99112,20.52702,27.12289,10.75446,25.02457,11.25418,11.29046
AT3G53260,"ATPAL2, PAL2",120.2448,547.1476,258.6663,467.5205,447.3556,291.4844,427.7614,407.1732
AT3G53270,unknown,11.28236,17.91991,14.71601,18.59576,15.03458,14.40235,16.53745,15.26197
AT3G53280,CYP71B5,0.08819522,54.79383,1.417937,33.78366,7.380973,3.775532,5.126163,3.554854
AT3G53420,"AtPIP2;1, PIP2, PIP2;1, PIP2A",1624.351,408.5187,217.1646,288.9817,267.0409,202.2143,202.3111,228.6564
AT3G53450,LOG4,3.02476,6.666827,6.962688,6.328558,10.47275,8.744357,8.211404,8.898056
AT3G53460,CP29,129.0589,84.86302,61.94483,81.52073,38.04565,63.54659,41.32068,46.70534
AT3G53470,unknown,0.8347974,4.379529,2.232325,4.21851,2.099278,2.896511,3.316176,3.025479
AT3G53480,"ABCG37, ATPDR9, PDR9, PIS1",128.7479,480.8997,177.4559,437.7059,238.9523,198.9102,250.5079,232.7473
AT3G53540,TRM19,5.55437,8.820096,17.3843,9.713698,15.7353,15.22207,18.20871,16.48051
AT3G53600,unknown,0.7402221,2.506251,4.969561,3.035968,3.764338,2.455178,4.002842,3.407202
AT3G53620,"AtPPa4, PPa4",26.31825,16.84371,16.7369,16.98549,19.81468,20.52813,21.01344,17.34574
AT3G53810,unknown,8.433145,14.0373,18.37161,12.84375,18.3551,19.24059,21.27665,20.83719
AT3G53920,"SIG3, SIGC",7.294418,4.607483,4.404082,4.633938,4.707642,4.779812,4.208749,4.474695
AT3G53960,unknown,0.6286199,2.18155,0.6631075,1.955084,0.5167722,0.6555776,0.156307,0.2806226
AT3G53980,unknown,1026.262,143.8861,92.44901,102.9279,49.77031,83.80407,58.91239,57.16895
AT3G54040,unknown,265.0023,533.4735,695.7437,530.7283,726.0122,669.6687,588.9022,544.9201
AT3G54150,unknown,3.81362,9.990775,12.80358,10.07406,10.47656,11.59565,8.971825,9.775377
AT3G54200,unknown,24.62656,14.05365,15.49659,13.64469,15.74793,13.7425,10.2877,12.9684
AT3G54210,unknown,52.3386,28.60672,24.6343,30.26052,26.17065,26.99188,20.8212,22.96523
AT3G54260,TBL36,15.83096,28.49352,13.6693,27.46569,12.91092,13.58735,8.362641,6.614827
AT3G54270,unknown,3.507635,6.899602,5.078911,7.797407,5.799809,5.628873,7.107842,6.05731
AT3G54400,unknown,22.76381,14.23661,10.43591,12.6194,12.55169,11.8925,9.073307,10.18849
AT3G54500,unknown,7.323812,2.61323,2.29487,2.311941,3.929996,1.873631,4.130491,3.430725
AT3G54510,unknown,0.1200815,2.169645,0.8499694,1.695867,3.368417,1.549928,3.778856,1.86024
AT3G54520,unknown,0.3088142,2.427545,14.53281,4.076553,9.0598,14.5672,17.50949,22.77543
AT3G54530,unknown,0.5623919,13.64733,24.56601,21.28006,31.65795,30.32491,41.80838,38.98584
AT3G54580,unknown,246.7612,122.2279,18.4064,97.72471,19.83282,24.59864,25.55013,63.68515
AT3G54590,"ATHRGP1, HRGP1",175.122,89.18608,10.79809,66.96066,11.20978,12.91731,13.42239,42.91636
AT3G54600,DJ1F,5.306189,9.196306,5.19179,12.19571,18.96581,4.652387,3.293816,3.687727
AT3G54640,"TRP3, TSA1",41.25967,139.1148,159.0511,148.9925,86.11342,107.3428,70.43773,99.13679
AT3G54770,ARP1,28.08025,15.34754,6.081568,13.02516,7.505196,7.496304,9.39717,11.79044
AT3G54830,unknown,2.712868,0.4530095,0.2485725,0.1160311,0.1759302,0.4557424,0.0931096,0.1347655
AT3G54870,"ARK1, AtKINUc, CAE1, MRH2",3.734028,1.717048,0.5979126,1.304858,0.5761012,0.4702813,0.6444577,1.258579
AT3G54880,unknown,119.0758,312.6578,126.3454,296.1783,380.0638,207.2017,228.8657,201.168
AT3G55090,ABCG16,2.40988,6.174195,12.95847,5.276525,8.934895,11.32263,12.22317,12.13726
AT3G55230,unknown,168.8361,68.77881,23.58635,64.11381,40.8101,31.04323,29.6959,39.02946
AT3G55250,PDE329,7.782755,4.817874,3.343788,5.248549,3.181151,3.382776,2.903222,2.797805
AT3G55310,unknown,1.598449,0.665034,0.713966,0.6076689,1.602634,0.6138906,0.6751413,1.293321
AT3G55700,unknown,0.3976128,5.381871,8.413816,7.575803,6.584189,7.842959,16.35208,9.903166
AT3G55720,unknown,4.018119,10.47479,8.779689,14.47488,7.114664,8.912875,8.849709,11.37093
AT3G55790,unknown,0,8.742252,23.23477,10.07299,4.819545,11.49119,5.059274,11.19724
AT3G55890,unknown,28.39653,43.15893,51.60865,39.36518,49.37214,51.67346,45.31076,45.60512
AT3G55980,"ATSZF1, SZF1",14.15605,38.35652,47.17347,34.69161,55.89408,50.10285,51.63702,49.11555
AT3G55990,"ESK1, TBL29",26.34464,14.96371,13.96004,14.18446,12.07144,15.72104,16.1839,12.55221
AT3G56000,"ATCSLA14, CSLA14",11.40885,6.305367,4.917806,5.396492,4.125964,5.14768,4.810497,5.189672
AT3G56010,unknown,8.564691,4.156438,3.445902,3.965989,3.094061,3.527822,2.750273,2.310551
AT3G56050,unknown,27.61981,17.13236,22.60581,16.91382,19.58287,21.58153,19.96507,19.15152
AT3G56080,unknown,10.96904,3.637328,2.500103,2.43315,2.928084,2.429018,3.541436,2.816409
AT3G56090,"ATFER3, FER3",21.64215,8.749594,17.45802,10.08204,15.80143,19.05604,17.32098,16.14517
AT3G56230,unknown,15.7068,5.95443,2.341563,5.097791,3.248676,2.640296,3.402295,3.39932
AT3G56290,unknown,14.76947,1.68097,10.27907,2.219661,18.47243,11.33537,19.455,18.62965
AT3G56360,unknown,154.2906,619.2147,618.2646,649.2543,1036.157,746.2494,758.1757,740.8506
AT3G56400,"ATWRKY70, WRKY70",2.599872,33.30497,17.37613,25.18665,7.425814,11.96631,8.297925,11.49927
AT3G56620,UMAMIT10,6.120652,2.82525,1.439403,2.647267,1.37588,1.271709,0.02967147,0.684825
AT3G56650,PPD6,4.483152,2.500804,2.046147,2.130875,1.260227,2.191822,1.369836,1.301846
AT3G56710,SIB1,0.1565281,2.834173,5.126924,2.313924,1.358118,3.359857,2.39777,3.008645
AT3G56730,unknown,12.66126,7.36197,8.281976,7.816,8.511561,10.78322,8.866381,8.508393
AT3G56760,unknown,18.1174,11.75212,21.95811,11.23709,24.29209,22.3331,28.08639,21.46157
AT3G56810,unknown,6.918799,10.43614,7.758123,11.1433,8.086599,7.562121,7.570544,8.445439
AT3G56891,unknown,3.067184,10.37006,8.38707,10.55728,8.03873,10.06127,11.81438,14.4036
AT3G56910,PSRP5,36.17742,19.32702,15.34062,19.72923,15.2839,19.99093,13.14473,15.63396
AT3G56920,unknown,0.1334972,0.845431,0.2360327,0.3613421,0.6727508,0.3227277,0.5787867,0.6334935
AT3G56970,"BHLH038, bHLH38, ORG2",17.96338,744.3574,638.7279,729.7407,1295.504,898.5558,1066.63,872.3212
AT3G56980,bHLH39,55.17768,762.5753,641.9868,746.1529,1148.077,840.4528,965.0104,825.6696
AT3G56990,EDA7,13.27463,38.15942,37.47382,41.91391,60.51113,48.94665,54.29776,43.74732
AT3G57010,unknown,57.18547,36.76625,24.18841,35.40931,88.76763,32.69094,46.84703,36.17408
AT3G57020,unknown,282.3298,38.59416,64.64132,34.32423,76.54549,59.9974,59.82397,73.62727
AT3G57040,"ARR9, ATRR4",53.55686,19.80685,16.19463,17.70832,17.77482,17.61289,19.02275,18.52981
AT3G57090,"BIGYIN, FIS1A",54.42488,91.74908,118.2994,92.76435,109.8329,112.3629,117.7034,119.6652
AT3G57157,unknown,8.886823,87.27246,76.1342,88.90917,47.72461,63.41551,76.00295,111.346
AT3G57180,BPG2,1.255409,0.6735294,1.017336,0.6775887,0.6788648,0.6777923,0.8250923,0.8058085
AT3G57190,PrfB3,3.269982,1.126266,0.8648852,0.9733581,0.3580135,0.9935043,0.3469572,0.3850995
AT3G57330,ACA11,42.55663,66.66654,56.52292,63.40814,48.5114,47.37079,50.55772,54.24769
AT3G57530,"ATCPK32, CDPK32, CPK32",54.3125,35.50163,31.43039,30.28658,26.49343,30.43032,28.31536,29.18022
AT3G57540,unknown,15.64107,3.384985,4.552288,2.433007,3.03398,4.063784,3.386169,2.779827
AT3G57960,unknown,0,2.83415,1.53545,3.278113,1.536604,1.872771,1.587827,1.499629
AT3G58010,PGL34,12.14767,24.20761,14.195,19.71631,26.06695,18.22824,20.3312,17.17106
AT3G58060,unknown,1.815091,35.98463,9.303011,32.80126,24.08814,14.15298,22.88295,19.42034
AT3G58150,unknown,0.1745967,7.835078,5.86722,7.823179,8.988095,6.13484,9.431077,10.44262
AT3G58160,"ATMYOS3, ATXIJ, MYA3, XI-16, XIJ",1.158808,2.425569,2.671022,2.455681,2.400592,2.411544,3.026348,2.975312
AT3G58270,unknown,2.005307,3.92283,20.60251,7.332049,19.16708,22.7479,27.13209,22.7003
AT3G58370,unknown,2.186446,0.2768713,0.0251634,0.5630801,0.1159955,0,0.06487262,0.03184786
AT3G58620,TTL4,10.06739,5.966162,4.032846,5.010916,4.443904,4.56143,4.632996,4.410931
AT3G58710,"ATWRKY69, WRKY69",42.71059,23.99756,14.9392,23.84286,23.05504,15.94234,15.66517,18.0679
AT3G58810,"ATMTP3, ATMTPA2, MTP3, MTPA2",29.6737,279.3307,91.8114,270.9061,171.631,154.1934,188.022,146.9995
AT3G58990,IPMI1,8.137525,23.53993,11.47596,33.47513,46.71177,9.835034,6.376424,6.916739
AT3G59040,unknown,6.091437,3.837145,4.124962,4.401006,2.576276,3.518655,2.801248,3.311401
AT3G59080,unknown,3.722306,7.716752,8.294921,7.624313,7.253529,8.067232,7.416764,7.595978
AT3G59120,unknown,3.208243,0.5754921,1.859381,0.6745181,1.907875,1.84522,1.36638,1.299157
AT3G59130,unknown,1.886311,0.7295436,0.3083201,0.4809886,0.7234391,0.2977812,0.3896735,0.5109984
AT3G59220,"ATPIRIN1, PRN, PRN1",32.4048,17.60324,16.64489,14.79627,19.19505,21.55515,16.21507,17.36761
AT3G59310,unknown,0.3659381,1.072619,0.4590908,1.246879,0.595045,0.6323258,0.6453682,0.6955666
AT3G59340,unknown,11.38142,5.926656,2.715864,4.049645,8.330063,2.507302,2.109777,2.671375
AT3G59370,unknown,85.37725,30.40481,8.483122,20.11809,9.98074,8.394521,5.427182,8.466134
AT3G59700,"ATHLECRK, HLECRK, LecRK-V.5, LECRK1",11.3877,20.0229,23.63951,17.62793,19.09342,20.89058,20.92923,20.99727
AT3G59710,unknown,4.839438,9.993691,2.25787,7.806662,7.679541,2.528711,2.599523,8.765505
AT3G59730,unknown,2.044967,1.002992,0.4817721,0.5800384,1.038723,0.6314389,0.3620255,0.7420242
AT3G59780,unknown,7.931438,2.604389,4.157622,2.585749,2.865124,4.107528,3.181487,3.086991
AT3G59820,"AtLETM1, LETM1",11.04859,19.36123,33.31877,20.71147,22.93798,29.25065,30.18632,30.22527
AT3G59830,unknown,1.373056,0.414383,0.116762,0.5121457,0.1153543,0.2319706,0.1805403,0.2568672
AT3G59850,unknown,6.248306,3.835445,3.692756,4.561269,4.959122,4.952347,3.171831,3.959803
AT3G59880,unknown,2.119961,7.021769,4.045713,6.725152,6.66441,5.363701,6.624943,6.484986
AT3G59900,ARGOS,7.422088,1.323705,2.559015,1.756936,2.839565,3.60267,3.518946,3.238782
AT3G59910,unknown,27.6341,44.53659,54.556,46.96101,66.41637,58.56221,72.85417,66.51554
AT3G59930,unknown,57.79445,5.927404,8.375943,5.549468,9.28079,15.18228,6.376771,7.791661
AT3G60120,BGLU27,0.01177359,1.037925,1.248371,0.8701379,1.467617,0.9237522,1.135259,1.348068
AT3G60130,BGLU16,47.37318,29.29107,28.18053,25.14126,54.62749,24.30696,23.79372,28.98617
AT3G60140,"BGLU30, DIN2, SRG2",2.281945,12.67609,12.70085,9.792405,7.479047,6.576411,2.336046,5.60238
AT3G60270,unknown,0.3787072,2.804789,2.609052,4.064408,0.7259146,0.9968382,0.5360551,1.163234
AT3G60280,UCC3,7.843164,1.830212,0.2176759,1.445442,0.5052041,0.2659787,0.7131979,1.353722
AT3G60330,"AHA7, HA7",18.72719,50.99056,8.143372,40.22025,21.40386,13.05434,25.7743,22.78167
AT3G60420,unknown,0.0417444,1.727899,2.566325,1.84672,0.7270126,1.156772,0.9443577,1.16517
AT3G60450,unknown,91.13855,140.3027,113.6767,115.2547,100.3292,92.09199,90.57503,97.10642
AT3G60470,unknown,0,1.851604,0.09311815,1.806055,0.07264631,0.08937171,0.1283195,0.2270469
AT3G60540,unknown,1.365971,6.220629,7.986983,7.921825,5.0385,6.286531,11.26689,7.893959
