GeneId,Alias,WT,WTMinus,PYE,PPL,V-EN,C-EN-V,EP-C,EP
AT1G01060,"LHY, LHY1",1.449040198,0.335821899,0.488221024,0.191734948,1.848762815,0.346205903,2.653975231,2.169671706
AT1G01140,"CIPK9, PKS6, SnRK3.12",5.54250965,2.153740768,1.371853341,1.63034183,0.600374643,1.029667935,0.637826298,1.011165938
AT1G01190,CYP78A8,6.942736076,2.910795335,2.984684583,2.031060548,0.747907507,1.063698878,0.724847276,1.488727095
AT1G01320,unknown,8.245302686,3.444513815,3.496613699,3.266420831,2.231998367,3.301721527,2.445161882,2.511671838
AT1G01340,"ACBK1, ATCNGC10, CNGC10",18.10393188,31.44903996,37.13166931,34.25167934,31.16973359,34.02260229,32.17804495,34.90158335
AT1G01380,ETC1,2.836764851,13.88441588,14.69465668,18.21165854,10.54137958,14.66958253,23.32363099,15.09539408
AT1G01420,UGT72B3,8.845111401,2.241935148,1.517984657,2.002562261,1.990905794,1.789415635,1.306368391,0.847062086
AT1G01430,TBL25,18.78358431,8.200078954,7.926304847,7.627255741,8.794625673,8.273620224,6.882803042,6.877292644
AT1G01453,unknown,2.182637745,0.488294102,0.073868743,0.435228591,0.170026593,0.067791212,0.257520221,0.623429883
AT1G01480,"ACS2, AT-ACC2",1.947647819,14.58221455,21.0254262,18.31704578,20.23831915,17.54633375,23.83881687,27.79526893
AT1G01490,unknown,54.04624008,82.22081355,63.65615273,92.2702999,65.60231698,73.22751539,75.11991871,69.33019231
AT1G01520,ASG4,0.075676107,2.194726076,4.762633931,2.5576536,11.30344725,6.787353866,8.871249846,6.798479362
AT1G01560,"ATMPK11, MPK11",0.113396814,3.945193713,4.535750121,3.682135645,2.415660796,3.630559649,2.579852157,3.013921318
AT1G01570,unknown,5.475122059,12.11987916,7.712085555,8.523287204,12.00937678,10.02687765,8.836756977,7.807422176
AT1G01580,"ATFRO2, FRD1, FRO2",39.62126336,1966.129517,391.6975521,1739.837683,1238.201721,681.7413491,1331.202666,924.4756607
AT1G01600,CYP86A4,1.57890862,3.964131145,9.136982646,3.86724925,7.790689757,10.19594341,9.66832424,8.862897601
AT1G01620,"PIP1;3, PIP1C, TMP-B",740.0403575,280.8445541,151.9493136,223.948316,218.6164925,169.0757448,134.3287634,142.4109395
AT1G01630,unknown,41.46904157,72.7343486,66.94418374,72.95087582,105.7662599,76.78182398,87.97444427,82.58333959
AT1G01680,"ATPUB54, PUB54",0.111049053,9.794206697,12.85206911,6.581392266,5.936333192,8.691440524,3.90009367,6.380433529
AT1G01750,ADF11,51.70739823,20.33574495,4.325601876,17.35638105,4.51379875,5.384889449,6.20201763,17.32584951
AT1G01770,unknown,24.53603474,15.50111118,12.77319673,14.45726655,10.95542194,11.88137998,9.378364786,11.51759378
AT1G01780,PLIM2b,46.40717506,28.16290148,18.73721868,23.01803494,16.01172919,16.35822951,17.3188383,17.22893891
AT1G01800,unknown,70.30733772,117.0936277,71.39970483,109.9120947,99.07716755,66.66669196,72.18910548,83.35371498
AT1G01860,PFC1,4.27304506,2.492633519,2.947126068,2.78742201,2.01264376,2.710464788,2.833732675,2.885831667
AT1G01920,unknown,8.5445168,13.32370831,15.38614624,13.81582843,12.69647198,15.1142714,15.2580421,16.62348653
AT1G02205,"CER1, CER22",0.614178967,0.085182898,0.087106471,0.107796862,0.122287495,0.05449406,0.045976973,0.077511734
AT1G02220,"ANAC003, NAC003",10.32095282,70.09724741,183.5443455,83.04739613,122.2934879,153.4125345,148.6624616,154.525825
AT1G02230,"ANAC004, NAC004",1.208191064,6.237293711,6.860065827,6.172516948,2.921326626,6.552735709,5.224255362,6.132952354
AT1G02280,"ATTOC33, PPI1, TOC33",29.62685627,16.6193068,12.81782978,15.06856177,10.33292684,12.74654007,10.23245364,10.09037806
AT1G02335,"GL22, PDGLP2",42.74958452,22.74280861,18.86156272,19.02684583,17.80933881,23.78532766,21.8548362,18.79233181
AT1G02340,"FBI1, HFR1, REP1, RSF1",30.73530568,10.38837982,11.9437791,9.856990233,9.030904037,9.165711108,7.169357619,7.271830508
AT1G02380,unknown,2.654100612,5.620871049,3.096738926,5.135110305,2.686837229,3.438162375,4.041085313,4.287874123
AT1G02390,"ATGPAT2, GPAT2",0.408458113,1.21605983,1.677806015,1.972612343,2.351619617,2.2446333,1.815706369,0.936962259
AT1G02410,unknown,17.67395943,26.31342905,28.51354723,26.07006699,25.25274896,28.5819816,28.63542364,29.20015371
AT1G02430,"ARFD1B, ATARFD1B",4.657881969,14.38423665,13.03955319,14.85885938,10.95220539,11.95569158,12.16520829,11.2020223
AT1G02440,"ARFD1A, ATARFD1A",0.372869936,5.442046375,2.567595349,5.070760862,1.121896404,2.059931798,1.550235141,2.272327948
AT1G02460,unknown,5.209085385,1.658925465,0.798313745,1.568437566,1.4859093,0.876660419,0.843172477,0.919450784
AT1G02470,unknown,0.173427931,2.760897889,0.421959113,1.503243764,2.256307504,1.17998373,0.823038565,0.813244722
AT1G02475,unknown,6.671683539,14.77978263,6.618112382,10.74866552,12.7384268,7.588179004,7.659850897,7.558370162
AT1G02500,"AtSAM1, MAT1, METK1, SAM-1, SAM1",483.4677309,2690.425166,651.0799588,2090.283073,1881.335345,1097.212256,1469.976031,1181.652869
AT1G02520,"ABCB11, MDR8, PGP11",21.14001611,108.9721867,221.5171002,123.8490578,176.8134912,209.8730065,239.3724437,241.7438193
AT1G02530,"ABCB12, PGP12",0.155187905,0.410358083,0.421446452,0.383506614,0.568701553,0.559190785,0.55362414,0.447126136
AT1G02570,unknown,3.958422024,0.982365632,0.3690895,0.523364513,0.108869407,0.31629587,0.357953784,0.960579359
AT1G02575,unknown,1.944944088,0.979737076,0.197861027,0.488124987,0.513995269,0.155337481,0.288163099,0.253993002
AT1G02580,"EMB173, FIS1, MEA, SDG5",0.571454376,2.95829729,6.271984019,3.538665993,4.774997616,3.61827694,3.615287528,4.554658881
AT1G02640,"ATBXL2, BXL2",10.23588526,32.40497698,11.974145,32.76129061,9.457926449,12.52868484,11.25054116,8.122832621
AT1G02660,unknown,1.701969792,4.606118714,5.020051266,4.304356836,5.877556684,5.236111473,5.984705279,4.587772453
AT1G02750,unknown,16.84632738,26.83391709,48.00242675,26.7210095,35.67463721,44.04522088,46.51774069,43.4727118
AT1G02850,BGLU11,14.02907842,20.89790495,32.82466617,20.12374629,27.17278124,29.28203034,24.98133257,27.14006845
AT1G02860,"BAH1, NLA",46.6926804,25.58943646,29.35244749,24.58481197,18.33594899,25.43641765,22.26285978,22.13879947
AT1G02920,"ATGST11, ATGSTF7, ATGSTF8, GST11, GSTF7",202.2012434,831.6034096,723.9049565,826.5659554,215.2474323,457.5745517,221.8576932,288.5364748
AT1G02930,"ATGST1, ATGSTF3, ATGSTF6, ERD11, GST1, GSTF6",40.92918326,342.6765588,354.2680426,339.0662725,101.3321637,218.1362002,104.1205258,140.6467387
AT1G03160,FZL,7.001564341,3.984529761,3.989254582,3.340953546,2.789037626,3.388059343,3.176256069,3.217188951
AT1G03220,unknown,611.1628725,1144.084836,1983.573553,1138.878603,1741.668965,1957.26329,1612.586376,1918.317871
AT1G03290,unknown,30.70953761,60.89121785,43.70304921,57.44092511,52.5631413,47.8189461,58.79595748,48.47762404
AT1G03410,2A6,5.365151403,1.417789898,1.113659492,1.040568546,1.155376758,0.964014582,0.842552383,0.993515674
AT1G03470,NET3A,11.33154561,167.6072534,151.2328105,141.0426378,417.8675065,254.9632367,329.7959881,222.6558059
AT1G03580,unknown,2.103168579,0.919280106,0.537633698,1.195292865,0.225741083,0.738598474,0.419314178,0.210727977
AT1G03610,unknown,32.64245011,51.54880891,50.7257891,52.13049,66.37343206,62.79770442,62.20964936,54.74781725
AT1G03660,unknown,28.17496428,49.07455935,75.01543833,55.62255328,62.91821071,72.47565413,74.72246344,72.57238805
AT1G03680,"ATHM1, ATM1, THM1, TRX-M1",17.92283746,9.938107129,6.748249606,8.223560228,5.136522927,6.871414815,4.826388188,4.502656749
AT1G03820,unknown,5.086582454,15.14420028,28.88284376,18.33057331,22.2688963,34.77918777,23.96058462,30.67833394
AT1G03830,unknown,3.550802774,5.318997974,7.331933496,5.550537339,5.393789531,6.481015578,7.009257139,5.997501719
AT1G03870,FLA9,190.0286427,46.70121562,19.09225809,31.82905777,25.94532753,24.58813939,23.11365174,27.06833547
AT1G03905,ABCI19,13.55017965,20.41297712,20.95922534,20.34082546,24.91041016,22.28175038,23.29281523,22.48750214
AT1G03920,unknown,7.683852256,5.015348954,2.039054086,4.605660251,3.174229888,2.377785957,2.260517417,2.590585236
AT1G03980,"ATPCS2, PCS2",0.480868543,5.353166518,3.201876846,5.817018066,4.682914225,4.054614966,3.795827742,4.337481416
AT1G03990,unknown,1.501917804,6.978943276,6.554214995,5.996192944,25.4081056,8.86331755,12.8296984,8.591574939
AT1G04000,unknown,7.220380307,11.66046818,11.67238966,12.17883523,15.55412579,13.02393364,14.66837739,13.98832328
AT1G04240,"IAA3, SHY2",27.40039524,14.79166523,6.046985655,13.23229882,6.331000332,7.595819602,3.935028722,4.480141862
AT1G04310,ERS2,5.870962828,2.061748406,2.707595394,2.065679967,3.119683697,2.911055485,2.779773866,2.943889483
AT1G04330,unknown,2.379846167,6.971344292,7.591818126,10.2406506,19.88585985,13.20368767,14.24631016,9.724136812
AT1G04350,unknown,10.44342563,3.940238497,4.610094535,4.221583703,6.773485643,6.117225641,5.774239293,5.063053573
AT1G04360,unknown,7.491405614,15.51503314,32.07539763,17.87873617,20.81478695,30.38534524,33.44140158,36.09530371
AT1G04540,unknown,3.251519225,0.866763,3.03781999,0.561558945,2.274124805,3.191762572,3.510731095,2.857286338
AT1G04620,HCAR,10.93404577,4.839586769,3.524779133,4.551563117,1.75268365,3.008436188,1.54016203,1.733052851
AT1G04770,unknown,23.26820861,49.73938421,37.64564147,54.30249285,40.58993025,39.12045771,36.58962019,37.10197722
AT1G04980,"ATPDI10, ATPDIL2-2, PDI10, PDIL2-2",16.59626249,29.39843206,29.55484015,30.34946037,20.55468538,24.85588881,29.6305743,27.68259016
AT1G05000,"AtPFA-DSP1, PFA-DSP1",28.10235639,15.31804657,30.7990358,16.708844,36.8011487,37.87886715,38.67837526,32.3074996
AT1G05010,"ACO4, EAT1, EFE",42.30174172,73.47158444,55.45017994,67.6054715,44.63260231,47.76381399,37.09800052,47.81951286
AT1G05020,unknown,0.876717311,0.246126096,0.037567594,0.136460971,0.02414605,0.050626656,0.044108003,0.129575922
AT1G05060,unknown,19.5118555,41.08335464,124.4013439,48.14200913,125.4026544,122.99061,123.1116921,158.0401089
AT1G05100,MAPKKK18,1.067583674,0.360829556,0.860649448,0.361947058,1.184010735,0.853920971,0.856640059,0.569486762
AT1G05135,unknown,0.228310084,2.50466614,2.245263653,3.347842615,3.611981695,5.646285532,4.206853909,2.784115281
AT1G05140,unknown,11.8275137,6.934914251,6.182549624,7.046786155,6.458676786,7.141662456,6.206994324,6.600135531
AT1G05190,emb2394,24.37822445,12.6948865,9.33518547,8.911458143,5.756672536,9.432761928,4.295204183,5.263603917
AT1G05260,"RCI3, RCI3A",236.4316603,137.2480579,96.29076198,129.6886883,130.4553122,95.14169463,75.17248502,84.35275079
AT1G05280,unknown,2.932783402,5.434608058,5.883691748,8.701416897,8.989675232,7.168418097,6.532133103,5.28967641
AT1G05300,ZIP5,11.44129442,2.757667285,1.14202396,2.113613328,1.18065641,1.062829494,0.689973245,0.710135588
AT1G05310,unknown,10.99193217,3.801064919,2.897032739,2.961602911,2.808366101,3.194739748,2.765939553,2.80412662
AT1G05320,unknown,36.72585423,19.95396357,16.34291458,17.71423092,12.37829282,13.64955901,15.18386041,15.76853012
AT1G05340,unknown,50.44356399,89.69156644,72.24870813,71.68927505,53.97047671,71.46534426,63.96888668,63.41297453
AT1G05385,"LPA19, Psb27-H1",12.25611824,5.965003079,4.740475491,6.636650194,4.394053416,4.326697122,3.656561239,4.932975211
AT1G05450,unknown,0.901064158,2.939932666,6.511045574,2.713378488,5.095897016,6.771189671,5.013619379,6.982984115
AT1G05490,chr31,0.377534652,0.882834436,1.09261562,0.968083164,0.655235275,1.102608913,1.599454445,1.109511794
AT1G05530,"UGT2, UGT75B2",6.46146084,21.17640494,3.648939672,16.78487263,11.56486921,6.902962349,11.43147872,9.076484905
AT1G05560,"UGT1, UGT75B1",0.640033733,2.088108431,3.053419403,2.078158556,1.303754109,2.86992537,3.304676532,3.489380199
AT1G05570,"ATGSL06, ATGSL6, CALS1, GSL06, GSL6",157.6530487,87.04352092,52.66812868,76.9381462,50.77375861,52.5698307,52.55584881,52.32809731
AT1G05650,unknown,42.35186034,4.240489476,1.815189399,2.395413483,1.632296845,1.454455409,0.621197465,0.892459534
AT1G05660,unknown,33.33978601,8.607306288,3.863838434,6.322133871,5.275279668,4.497492284,3.169407704,5.36204175
AT1G05680,UGT74E2,9.200356273,57.09219883,61.52929701,58.57705088,61.66611813,57.4914471,65.34603057,80.39422039
AT1G05700,unknown,15.71232688,42.04714736,41.28561251,43.76300848,31.6049549,40.8997295,42.22055821,44.59786022
AT1G05730,unknown,1.257947327,3.045978594,7.883892078,4.561264289,4.194455479,7.184138065,6.225704239,6.597064258
AT1G05880,"ARI12, ATARI12",0.024654944,7.89967363,8.655605554,7.769383028,6.314283773,7.381609118,5.129220174,5.111311709
AT1G06000,unknown,16.95975567,7.594947125,12.30112979,7.958358434,30.20550042,15.3969022,20.12956037,17.85628807
AT1G06040,"BBX24, STO",96.06432093,33.57051054,24.19834252,31.19961885,34.4754445,28.26188545,34.64232704,31.3332523
AT1G06110,SKIP16,48.11220713,28.1366768,24.08975359,26.93929788,25.63854956,24.08389839,22.74953262,25.60813674
AT1G06120,unknown,21.77358019,2.316086267,0.719476757,0.190769828,0.425095065,0.908738533,0.075094555,0.235704137
AT1G06160,ORA59,0.992355871,5.532824312,3.248524304,4.854738202,3.620463625,3.490988859,2.561213993,2.189325348
AT1G06290,"ACX3, ATACX3",48.09196214,77.28754185,62.49969693,75.69582578,69.91264444,59.88503809,68.86550965,67.71582312
AT1G06410,"ATTPS7, ATTPSA, TPS7, TPS7",59.05337494,88.56134329,116.2065685,85.55273488,154.2394031,121.0341379,138.7547378,123.0158553
AT1G06460,"ACD31.2, ACD32.1",14.95116547,8.607515707,5.510216216,7.003413053,3.604481216,5.564359059,2.832286341,2.697618658
AT1G06520,"ATGPAT1, GPAT1, sn-2-GPAT1",0.409634833,1.609866184,9.347811992,2.358224388,9.156372085,8.110530233,8.865588225,10.50285427
AT1G06550,unknown,46.39753408,121.2814745,123.3787172,115.1295236,176.0483312,137.4421557,159.5155543,154.563581
AT1G06570,"HPD, HPPD, PDS1",30.96916938,20.18679012,16.50367321,18.62891026,19.4059513,14.19193868,15.04291186,18.16131624
AT1G06640,unknown,212.860655,130.8343035,92.71370299,120.9086006,169.5448535,130.0291556,109.771062,100.140936
AT1G06690,unknown,8.709274166,3.257227222,5.83224891,3.067528396,4.35489436,5.282098633,4.430296373,4.234335129
AT1G06800,PLA-I{gamma}1,6.952403995,11.53420628,10.22586415,11.26829652,11.43044598,8.756618917,8.305434428,10.21193037
AT1G06830,unknown,0.129515578,2.901739077,1.721536489,4.585250732,2.617082507,5.057899962,2.545299972,1.167995859
AT1G06923,unknown,3.990417157,1.284921585,0.245742979,0.839868614,0.204362732,0.370057958,0.295191889,0.575863878
AT1G07010,"AtSLP1, SLP1",1.045784825,0.156640478,0.15787547,0.325370298,0.190981838,0.181363764,0.03895039,0.142808603
AT1G07110,"ATF2KP, F2KP, FKFBP",34.49478987,22.64745746,22.58387857,20.52844826,19.09892742,19.51435487,19.62752061,20.22700776
AT1G07135,unknown,2.602450543,16.26812306,34.13459412,12.81190433,13.05290338,27.36523265,15.36621399,15.78375273
AT1G07150,MAPKKK13,4.997178225,1.356041631,2.649209603,1.259413386,2.755180708,1.907937265,2.291550387,3.260864892
AT1G07180,"ATNDI1, NDA1",0.144173727,1.244592465,5.03536929,1.822475191,4.141744661,4.487884517,5.206783476,5.799153401
AT1G07290,GONST2,4.471300781,2.619809712,3.573027027,3.060014701,3.896334829,3.349378749,3.466571413,3.76778126
AT1G07320,"EMB2784, PRPL4, RPL4",25.50087869,16.23490498,10.862442,17.17218445,11.10309767,12.52441355,8.480717411,9.76988282
AT1G07400,unknown,0.422086747,7.56576959,21.98822313,5.247495173,8.296870512,16.29568071,9.594601688,14.77947908
AT1G07500,unknown,4.316261781,128.8841804,268.6647868,92.22778322,715.241312,379.8974562,515.3273217,494.5431637
AT1G07510,ftsh10,16.23533339,27.43344042,49.33996944,28.92717485,44.86058034,43.48447992,51.97276365,48.85635866
AT1G07550,unknown,5.128040823,2.926981535,5.055090338,3.183749613,3.022113947,4.149366508,5.791177672,6.173086049
AT1G07700,unknown,10.21815133,5.37525043,7.337371831,6.292862047,5.048967537,6.676570019,6.201325175,6.106854404
AT1G07750,unknown,98.64559252,60.74227506,45.80089649,52.92675623,57.75177077,45.13854561,50.10560142,58.59005708
AT1G07880,ATMPK13,0.838047211,7.315771721,2.596747739,5.805419572,7.350685746,4.738754299,6.124567189,4.099680997
AT1G07885,unknown,0,9.115134447,3.184376068,7.007000084,9.653944094,6.86217553,8.968398784,6.121743848
AT1G07890,"APX1, ATAPX01, ATAPX1, CS1, MEE6",353.9425235,180.9469121,433.6901805,149.9655412,508.7352508,462.7216384,479.5682905,439.8024447
AT1G07985,unknown,12.21733329,3.215172357,2.674373024,2.570976697,1.719710928,1.9055289,1.270067112,1.910364854
AT1G08050,unknown,6.562764561,12.42143387,27.63096609,13.55761501,10.66518702,17.4187828,15.38546578,19.49271272
AT1G08200,AXS2,103.2893844,64.00764053,54.65592954,62.480209,65.67765891,56.26761151,54.24849348,59.47787945
AT1G08290,WIP3,0.426859768,1.59846081,5.045708114,1.518317503,2.773917554,3.716572097,4.657147444,5.391206309
AT1G08310,unknown,6.731845795,3.325359821,3.355765679,3.064111501,1.929150982,3.030485407,2.725696223,3.142136905
AT1G08320,"bZIP21, TGA9",67.45779458,115.4358222,62.69132809,102.614532,65.27621846,66.50873041,70.38663713,66.24791735
AT1G08500,"AtENODL18, ENODL18",28.73208467,10.84657996,4.713127637,7.214452777,4.158996299,5.958121134,4.498712356,4.902729674
AT1G08520,"ALB-1V, ALB1, CHLD, PDE166, V157",27.56420157,14.42943199,12.15364557,13.82664204,9.676832298,10.99329511,9.554866363,9.342337144
AT1G08590,unknown,11.35420455,4.98185261,4.089846113,5.320964598,3.943318857,3.750601437,3.713762766,4.704380061
AT1G08620,PKDM7D,13.44005597,21.65921559,24.36284173,22.712388,25.61670441,24.01734234,29.50521543,26.89770321
AT1G08650,"ATPPCK1, PPCK1",67.0876407,122.0904543,52.13078486,100.5278872,67.06624699,58.21138946,78.82250851,69.99742437
AT1G08800,unknown,30.20961449,19.06839063,17.83692795,17.42232182,13.17886706,15.54719847,15.28947103,16.32825324
AT1G08860,BON3,0.01256608,1.151733424,1.112730072,0.681656689,0.187148191,0.715405552,0.411621704,0.876666002
AT1G08890,unknown,53.42835115,29.86205034,22.6922125,26.78408123,13.56656664,22.3200265,10.66438007,10.94346849
AT1G08910,unknown,8.240277777,14.42776947,17.39203513,14.15891663,11.10990233,17.59654071,15.56988512,13.81573818
AT1G09070,"(AT)SRC2, SRC2",62.9842033,135.0980904,125.8367254,127.0316521,105.1884656,108.0835833,109.5011966,105.1416499
AT1G09080,BIP3,0.214861868,24.18378751,40.09887423,29.38622459,13.47264272,22.80186905,72.73880329,35.22206451
AT1G09090,"ATRBOHB, ATRBOHB-BETA, RBOHB",27.46498447,43.45591271,23.83507927,40.52896336,36.68093174,21.91929007,26.02167402,26.13546527
AT1G09100,RPT5B,24.79015797,46.19369389,70.68301924,49.98978949,57.19990288,64.83335458,58.76384848,64.39052198
AT1G09155,"AtPP2-B15, PP2-B15",8.497910965,3.256380643,1.962365512,2.432566805,1.290044169,1.734678392,1.244576017,1.144334529
AT1G09180,"ATSAR1, ATSARA1A, SARA1A",0.467244442,3.321593728,23.54242224,2.057781445,2.599783663,13.62671842,20.63193445,11.14454129
AT1G09300,unknown,5.943312611,10.23391891,14.3890465,10.79936246,11.12962132,12.20508693,13.6104561,13.38076696
AT1G09380,UMAMIT25,0.656978402,1.535905621,0.841275285,1.337888759,1.399591347,0.959342062,1.008365461,0.659057841
AT1G09400,unknown,0.162116933,0.672460976,0.510452991,0.772012175,0.669156873,0.435640161,0.767878403,0.770783345
AT1G09410,unknown,0.630762694,1.231712409,1.961083035,1.571107244,1.502458797,1.94016644,2.105669409,1.703435696
AT1G09440,unknown,5.403632229,3.531778834,3.256927975,2.775494876,3.299696765,4.101418787,4.435713716,3.050120939
AT1G09460,unknown,50.2385798,28.88677039,25.4060227,28.47016828,18.85353876,21.94687027,17.1793387,17.36485122
AT1G09530,"PAP3, PIF3, POC1",1.433295287,0.863155198,0.705657655,0.842674208,0.793098681,0.666523291,0.37566312,0.407193947
AT1G09540,"ATMYB61, MYB61",10.20256085,5.151461631,2.415912572,4.6219084,2.13395813,2.300300623,2.374762524,2.481295721
AT1G09560,"GLP5, PDGLP1",785.6723709,4505.85538,1319.808039,3448.179283,2842.626335,2058.000864,2737.305079,2196.929007
AT1G09575,unknown,4.648480805,9.22780947,2.77987728,7.330209741,4.020748699,2.599158622,3.582432896,4.34444205
AT1G09710,unknown,4.703203149,3.081340628,3.2199665,2.735776924,2.5161342,3.316416304,3.28254168,3.396105356
AT1G09750,unknown,2.459133379,0.633232373,0.501646675,0.210944303,0.489009238,0.491834573,0.59005112,0.641556935
AT1G09780,iPGAM1,153.4854169,299.5923459,228.0385772,288.5891219,285.1582991,228.5611848,302.4308473,285.4657636
AT1G09790,COBL6,0.236805039,23.8607135,3.889962409,19.5257686,7.639505366,4.913810884,11.25937635,8.656742333
AT1G09794,unknown,14.33555681,27.05135955,23.02674663,29.37032616,23.65157158,26.19094363,24.50943439,26.09509517
AT1G09860,"ATPUP16, PUP16",1.670732435,0.127013649,0.310705371,0.1333167,0.195950901,0.110727998,0.11537299,0.143771467
AT1G09890,unknown,3.212725321,1.642031543,1.219097607,1.708097339,1.327616172,2.048055905,2.014945219,1.704807683
AT1G09932,unknown,4.263770646,13.45343908,12.76673778,12.55861902,12.89838713,10.93164454,13.88165166,10.79485468
AT1G10050,unknown,15.99237866,24.86231336,21.62520066,22.92770042,18.692159,20.34990349,22.60269498,21.70660387
AT1G10090,unknown,24.47485135,12.59222656,12.67817821,11.2173905,11.76896537,13.44754545,12.36155553,10.83989246
AT1G10140,unknown,192.7606637,119.664626,121.0582357,112.1188947,113.6966751,109.8613043,89.50112476,110.471463
AT1G10170,"ATNFXL1, NFXL1",23.1102882,48.06187127,93.86736455,54.41067963,75.41285789,80.94341023,99.50997512,99.66666648
AT1G10220,unknown,1.965977964,5.019598026,6.297285833,4.489195891,5.563160368,6.949369414,6.446404831,6.410400033
AT1G10370,"ATGSTU17, ERD9, GST30, GST30B, GSTU17",6.921120266,1.301478576,13.09031872,1.351157694,11.58405214,12.84697711,16.56540991,12.11382145
AT1G10400,unknown,1.713956811,4.631450052,2.272079825,5.534101317,2.532671965,3.150810792,2.514591935,2.493246038
AT1G10480,ZFP5,8.760679703,4.85117473,8.503487759,3.807876157,11.31953401,9.136256263,9.369881039,8.790160804
AT1G10600,AMSH2,16.52610879,10.63735904,9.454677238,9.345232536,9.513714793,9.325936693,8.870768127,10.24606988
AT1G10680,"ABCB10, PGP10",0.041283374,0.272566968,0.112272853,0.162828325,0.063667251,0.058372752,0.078444546,0.039428068
AT1G10760,"GWD, GWD1, SEX1, SOP, SOP1",52.55615261,22.50031389,19.32866735,23.83250778,11.15107569,17.97524443,11.65754175,11.83141741
AT1G10800,unknown,5.896989519,2.429530554,1.959059635,2.78346045,2.823195813,3.410488407,4.547359504,4.133484808
AT1G10810,unknown,5.19187821,2.913264783,2.097580566,3.422786496,2.677643401,3.110249334,2.935122886,3.066093615
AT1G10910,EMB3103,12.30313542,7.836483183,6.009633087,7.49599169,6.923045924,5.934303066,5.969208701,6.125333609
AT1G10960,"ATFD1, FD1",20.50203446,10.78145185,23.78890116,9.392167762,37.84663147,31.86541736,30.47501443,29.31862104
AT1G10970,"ATZIP4, ZIP4",7.538503062,2.864372512,4.010547422,3.613375398,4.263613132,3.332541394,3.429636532,3.646557611
AT1G10990,unknown,2.220767561,10.06390219,10.43975611,13.45849318,8.36121536,10.31332006,8.614368052,10.11099945
AT1G11080,scpl31,0.327121426,4.541122452,11.45080933,9.188456166,3.902785391,8.485314372,7.419819315,6.513641116
AT1G11100,unknown,5.975325609,11.66290303,8.738794189,10.31357023,6.82745677,7.548470371,7.448663525,7.909968447
AT1G11125,unknown,1.135254713,0.479133621,0.506450708,0.288175769,0.672014668,0.385788645,0.37126096,0.448477987
AT1G11130,"SCM, SRF9, SUB",6.557786647,12.59558248,16.51544678,15.6183391,15.53947403,14.753882,12.49062653,14.81042082
AT1G11160,unknown,3.337329225,1.85897419,1.680333218,1.992826348,1.097768119,1.355164061,1.122197224,1.849730046
AT1G11180,"AtSCAMP2, SCAMP2",15.47596775,8.435840374,9.083511686,7.493163915,5.371272744,7.197145653,5.077868641,6.465439501
AT1G11190,"BFN1, ENDO1",13.26091103,6.706868776,7.558785242,7.166268202,8.178541002,7.17737169,7.735984454,8.222383876
AT1G11210,unknown,47.56653749,16.25403743,14.62324486,15.95219445,10.99061847,11.2437645,7.484716985,9.040527927
AT1G11300,unknown,0.455925266,4.700906789,4.440511736,5.035753093,1.648541969,2.866749336,2.047313162,3.23971024
AT1G11450,UMAMIT27,23.38288866,53.40674845,28.92923361,54.71748283,41.64858439,36.53554223,33.52253013,36.68260239
AT1G11530,"ATCXXS1, CXXS1",117.1681931,51.74562925,40.8533829,43.36607872,24.15478279,43.51194967,16.97622138,21.06716696
AT1G11545,XTH8,31.5531488,14.47865928,8.756102205,15.12062169,12.33484062,12.24712798,12.80268715,14.90322953
AT1G11580,"ATPMEPCRA, PMEPCRA",163.5887449,325.1293919,291.2177843,337.3284965,497.9352945,272.1113439,272.1218738,307.5128942
AT1G11600,CYP77B1,0.744504242,2.054948216,1.695448998,2.515065605,2.225213094,2.020293278,2.179757182,1.698803376
AT1G11655,unknown,7.372393436,1.441856043,0.3978464,1.076789834,0.270207697,0.119100548,0.040944937,0.929898938
AT1G11670,unknown,97.22957705,43.2883705,34.30467169,37.75259307,46.05552264,34.89691274,35.72411757,39.54829378
AT1G11735,MIR171B,5.166233556,13.02709803,5.713477722,13.29941717,13.82668785,7.855759106,7.414016062,9.583541108
AT1G11740,unknown,3.624097891,1.391447393,0.636838769,1.072145074,0.620443125,0.726606381,0.727062848,0.597346183
AT1G11870,"ATSRS, OVA7, SRS",10.60872795,20.73208071,20.42464795,15.83852719,53.72083708,31.87776731,39.63063769,31.58803839
AT1G11980,RUB3,0,4.259268984,3.500726645,2.132413167,25.17109707,11.67973034,16.07922672,6.662175841
AT1G12000,unknown,63.13028052,101.7705095,89.7742459,100.0239207,104.1869186,88.07390204,103.4182337,102.0868998
AT1G12030,unknown,0.150684509,87.23797129,80.67410682,105.6237484,157.1287822,99.61087243,103.5137466,91.56359221
AT1G12040,LRX1,31.37046822,13.53414372,1.149168356,9.918555108,1.300324366,1.922988744,2.456211184,7.56374166
AT1G12050,unknown,20.79600901,34.25318771,26.57286925,34.11109178,33.2321423,26.60952017,27.89640986,27.05755337
AT1G12080,unknown,150.4747288,46.20256225,21.81599496,29.76747305,24.00648459,25.59536937,15.95142485,18.3188201
AT1G12090,ELP,122.9518135,56.52419449,40.64454628,55.53664117,40.88200114,46.81198808,43.31812813,51.19083001
